image_id,image_url,image_width,image_height,object_id,object_name,x,y,w,h
1,https://cs.stanford.edu/people/rak248/VG_100K_2/1.jpg,800,600,1058498,clock,421,91,79,339
1,https://cs.stanford.edu/people/rak248/VG_100K_2/1.jpg,800,600,5046,street,77,328,714,262
1,https://cs.stanford.edu/people/rak248/VG_100K_2/1.jpg,800,600,5045,shade,119,338,274,192
1,https://cs.stanford.edu/people/rak248/VG_100K_2/1.jpg,800,600,1058529,man,238,249,60,262
1,https://cs.stanford.edu/people/rak248/VG_100K_2/1.jpg,800,600,5048,sneakers,243,489,52,26
1,https://cs.stanford.edu/people/rak248/VG_100K_2/1.jpg,800,600,5050,headlight,514,366,23,15
1,https://cs.stanford.edu/people/rak248/VG_100K_2/1.jpg,800,600,5049,car,479,315,74,98
1,https://cs.stanford.edu/people/rak248/VG_100K_2/1.jpg,800,600,5051,bike,318,319,28,34
1,https://cs.stanford.edu/people/rak248/VG_100K_2/1.jpg,800,600,1058535,bike,334,319,29,35
1,https://cs.stanford.edu/people/rak248/VG_100K_2/1.jpg,800,600,1058507,sign,118,13,88,182
1,https://cs.stanford.edu/people/rak248/VG_100K_2/1.jpg,800,600,1058508,building,1,2,218,536
1,https://cs.stanford.edu/people/rak248/VG_100K_2/1.jpg,800,600,5055,tree trunk,622,234,87,327
1,https://cs.stanford.edu/people/rak248/VG_100K_2/1.jpg,800,600,1058534,sidewalk,77,331,722,266
1,https://cs.stanford.edu/people/rak248/VG_100K_2/1.jpg,800,600,1058511,shirt,241,289,59,101
1,https://cs.stanford.edu/people/rak248/VG_100K_2/1.jpg,800,600,1058539,street,358,283,440,233
1,https://cs.stanford.edu/people/rak248/VG_100K_2/1.jpg,800,600,1058515,car,708,342,91,174
1,https://cs.stanford.edu/people/rak248/VG_100K_2/1.jpg,800,600,5060,back,721,339,67,170
1,https://cs.stanford.edu/people/rak248/VG_100K_2/1.jpg,800,600,1058518,glasses,271,268,20,12
1,https://cs.stanford.edu/people/rak248/VG_100K_2/1.jpg,800,600,1058519,parking meter,574,327,32,143
1,https://cs.stanford.edu/people/rak248/VG_100K_2/1.jpg,800,600,1058525,shoes,391,481,46,34
1,https://cs.stanford.edu/people/rak248/VG_100K_2/1.jpg,800,600,1058532,man,372,264,75,251
1,https://cs.stanford.edu/people/rak248/VG_100K_2/1.jpg,800,600,1058528,pants,245,384,38,118
1,https://cs.stanford.edu/people/rak248/VG_100K_2/1.jpg,800,600,1058530,jacket,356,296,89,97
1,https://cs.stanford.edu/people/rak248/VG_100K_2/1.jpg,800,600,1058531,pants,382,369,54,128
1,https://cs.stanford.edu/people/rak248/VG_100K_2/1.jpg,800,600,1058536,work truck,521,271,265,185
1,https://cs.stanford.edu/people/rak248/VG_100K_2/1.jpg,800,600,3798575,sidewalk,343,318,50,189
1,https://cs.stanford.edu/people/rak248/VG_100K_2/1.jpg,800,600,1058541,chin,399,288,11,9
1,https://cs.stanford.edu/people/rak248/VG_100K_2/1.jpg,800,600,1058540,guy,369,264,82,250
1,https://cs.stanford.edu/people/rak248/VG_100K_2/1.jpg,800,600,1058542,van,529,298,233,134
1,https://cs.stanford.edu/people/rak248/VG_100K_2/1.jpg,800,600,1058543,wall,0,1,134,533
1,https://cs.stanford.edu/people/rak248/VG_100K_2/1.jpg,800,600,1058545,tree,249,0,176,360
1,https://cs.stanford.edu/people/rak248/VG_100K_2/1.jpg,800,600,1058544,bikes,321,319,40,35
1,https://cs.stanford.edu/people/rak248/VG_100K_2/1.jpg,800,600,1058546,arm,368,283,32,43
1,https://cs.stanford.edu/people/rak248/VG_100K_2/1.jpg,800,600,1058547,shirt,384,306,37,66
1,https://cs.stanford.edu/people/rak248/VG_100K_2/1.jpg,800,600,3798576,man,362,264,97,248
1,https://cs.stanford.edu/people/rak248/VG_100K_2/1.jpg,800,600,3798577,man,230,251,72,264
1,https://cs.stanford.edu/people/rak248/VG_100K_2/1.jpg,800,600,3798578,road,435,295,340,218
1,https://cs.stanford.edu/people/rak248/VG_100K_2/1.jpg,800,600,1058548,lamp post,537,63,41,430
1,https://cs.stanford.edu/people/rak248/VG_100K_2/1.jpg,800,600,1058549,trees,190,0,606,557
1,https://cs.stanford.edu/people/rak248/VG_100K_2/1.jpg,800,600,3798579,windows,602,4,173,148
2,https://cs.stanford.edu/people/rak248/VG_100K/2.jpg,800,600,5069,walk sign,463,141,43,103
2,https://cs.stanford.edu/people/rak248/VG_100K/2.jpg,800,600,5071,backpack,359,362,72,81
2,https://cs.stanford.edu/people/rak248/VG_100K/2.jpg,800,600,1023838,man,324,320,142,255
2,https://cs.stanford.edu/people/rak248/VG_100K/2.jpg,800,600,1023836,car,239,347,136,126
2,https://cs.stanford.edu/people/rak248/VG_100K/2.jpg,800,600,1023841,road,3,321,372,279
2,https://cs.stanford.edu/people/rak248/VG_100K/2.jpg,800,600,5074,tree,0,146,73,223
2,https://cs.stanford.edu/people/rak248/VG_100K/2.jpg,800,600,5075,tree,58,155,61,201
2,https://cs.stanford.edu/people/rak248/VG_100K/2.jpg,800,600,5076,tree,110,195,83,163
2,https://cs.stanford.edu/people/rak248/VG_100K/2.jpg,800,600,5077,crosswalk,0,492,366,107
2,https://cs.stanford.edu/people/rak248/VG_100K/2.jpg,800,600,1023813,sidewalk,384,343,415,247
2,https://cs.stanford.edu/people/rak248/VG_100K/2.jpg,800,600,5084,window,628,64,26,179
2,https://cs.stanford.edu/people/rak248/VG_100K/2.jpg,800,600,5080,window,645,60,99,179
2,https://cs.stanford.edu/people/rak248/VG_100K/2.jpg,800,600,5081,window,742,71,57,159
2,https://cs.stanford.edu/people/rak248/VG_100K/2.jpg,800,600,5082,window,644,259,105,114
2,https://cs.stanford.edu/people/rak248/VG_100K/2.jpg,800,600,5083,window,746,259,52,108
2,https://cs.stanford.edu/people/rak248/VG_100K/2.jpg,800,600,1023819,building,547,4,251,384
2,https://cs.stanford.edu/people/rak248/VG_100K/2.jpg,800,600,5085,car,346,327,86,76
2,https://cs.stanford.edu/people/rak248/VG_100K/2.jpg,800,600,5086,street light,288,212,28,131
2,https://cs.stanford.edu/people/rak248/VG_100K/2.jpg,800,600,1023823,sign,230,287,22,67
2,https://cs.stanford.edu/people/rak248/VG_100K/2.jpg,800,600,5088,sneakers,339,533,132,37
2,https://cs.stanford.edu/people/rak248/VG_100K/2.jpg,800,600,5089,bike,415,403,33,69
2,https://cs.stanford.edu/people/rak248/VG_100K/2.jpg,800,600,5090,"""walk""",471,193,31,15
2,https://cs.stanford.edu/people/rak248/VG_100K/2.jpg,800,600,1023844,trees,9,147,198,211
2,https://cs.stanford.edu/people/rak248/VG_100K/2.jpg,800,600,1023845,street light,377,37,122,429
2,https://cs.stanford.edu/people/rak248/VG_100K/2.jpg,800,600,1023846,building,165,13,282,298
2,https://cs.stanford.edu/people/rak248/VG_100K/2.jpg,800,600,1023847,pole,405,34,78,438
2,https://cs.stanford.edu/people/rak248/VG_100K/2.jpg,800,600,1023848,lights,227,284,32,26
3,https://cs.stanford.edu/people/rak248/VG_100K/3.jpg,640,480,5091,office phone,456,266,98,79
3,https://cs.stanford.edu/people/rak248/VG_100K/3.jpg,640,480,5092,outlet,83,202,17,24
3,https://cs.stanford.edu/people/rak248/VG_100K/3.jpg,640,480,5093,outlet,42,207,22,29
3,https://cs.stanford.edu/people/rak248/VG_100K/3.jpg,640,480,1060286,keyboard,168,273,175,48
3,https://cs.stanford.edu/people/rak248/VG_100K/3.jpg,640,480,1060246,monitor,159,119,149,155
3,https://cs.stanford.edu/people/rak248/VG_100K/3.jpg,640,480,5096,cpu,212,340,88,139
3,https://cs.stanford.edu/people/rak248/VG_100K/3.jpg,640,480,5097,desktop,129,233,510,244
3,https://cs.stanford.edu/people/rak248/VG_100K/3.jpg,640,480,5098,filing cabinet,2,269,139,201
3,https://cs.stanford.edu/people/rak248/VG_100K/3.jpg,640,480,5099,drawer,48,423,94,42
3,https://cs.stanford.edu/people/rak248/VG_100K/3.jpg,640,480,1060251,drawer,2,321,128,123
3,https://cs.stanford.edu/people/rak248/VG_100K/3.jpg,640,480,5101,computer case,574,270,65,134
3,https://cs.stanford.edu/people/rak248/VG_100K/3.jpg,640,480,1060253,mouse,346,296,29,28
3,https://cs.stanford.edu/people/rak248/VG_100K/3.jpg,640,480,5103,wireless phone,465,268,38,61
3,https://cs.stanford.edu/people/rak248/VG_100K/3.jpg,640,480,5104,office phone base,465,277,73,66
3,https://cs.stanford.edu/people/rak248/VG_100K/3.jpg,640,480,1060282,desk,130,235,506,241
3,https://cs.stanford.edu/people/rak248/VG_100K/3.jpg,640,480,5106,multiple outlet,42,190,89,48
3,https://cs.stanford.edu/people/rak248/VG_100K/3.jpg,640,480,5107,plug,43,208,26,33
3,https://cs.stanford.edu/people/rak248/VG_100K/3.jpg,640,480,5108,plug,66,207,15,21
3,https://cs.stanford.edu/people/rak248/VG_100K/3.jpg,640,480,5109,plug,85,200,16,25
3,https://cs.stanford.edu/people/rak248/VG_100K/3.jpg,640,480,5110,plug,106,200,17,23
3,https://cs.stanford.edu/people/rak248/VG_100K/3.jpg,640,480,1060269,girl,544,89,94,149
3,https://cs.stanford.edu/people/rak248/VG_100K/3.jpg,640,480,1060270,monitor,417,63,82,50
3,https://cs.stanford.edu/people/rak248/VG_100K/3.jpg,640,480,1060274,wall,3,6,258,265
3,https://cs.stanford.edu/people/rak248/VG_100K/3.jpg,640,480,5114,hair,585,98,55,109
3,https://cs.stanford.edu/people/rak248/VG_100K/3.jpg,640,480,5115,chain,593,166,34,17
3,https://cs.stanford.edu/people/rak248/VG_100K/3.jpg,640,480,1060281,pen,405,323,53,16
3,https://cs.stanford.edu/people/rak248/VG_100K/3.jpg,640,480,5117,cable,137,408,52,58
3,https://cs.stanford.edu/people/rak248/VG_100K/3.jpg,640,480,5118,floor,110,340,390,139
3,https://cs.stanford.edu/people/rak248/VG_100K/3.jpg,640,480,5119,cable,150,387,84,40
3,https://cs.stanford.edu/people/rak248/VG_100K/3.jpg,640,480,1060261,pluged,42,190,89,48
3,https://cs.stanford.edu/people/rak248/VG_100K/3.jpg,640,480,1060252,bag,574,270,65,134
3,https://cs.stanford.edu/people/rak248/VG_100K/3.jpg,640,480,1060287,wall,304,30,217,97
3,https://cs.stanford.edu/people/rak248/VG_100K/3.jpg,640,480,1060277,black hair,585,98,55,109
3,https://cs.stanford.edu/people/rak248/VG_100K/3.jpg,640,480,1060242,telephone,456,266,98,79
3,https://cs.stanford.edu/people/rak248/VG_100K/3.jpg,640,480,1060288,white top,538,174,101,68
3,https://cs.stanford.edu/people/rak248/VG_100K/3.jpg,640,480,1060289,strap,570,333,69,81
3,https://cs.stanford.edu/people/rak248/VG_100K/3.jpg,640,480,1060291,cubicles,125,71,513,402
3,https://cs.stanford.edu/people/rak248/VG_100K/3.jpg,640,480,1060290,dividing screen,243,81,300,204
3,https://cs.stanford.edu/people/rak248/VG_100K/3.jpg,640,480,1060292,picture,210,2,61,44
3,https://cs.stanford.edu/people/rak248/VG_100K/3.jpg,640,480,1060294,picture,421,105,99,95
3,https://cs.stanford.edu/people/rak248/VG_100K/3.jpg,640,480,1060293,computer,413,56,101,57
3,https://cs.stanford.edu/people/rak248/VG_100K/3.jpg,640,480,1060295,cables,59,211,81,89
3,https://cs.stanford.edu/people/rak248/VG_100K/3.jpg,640,480,1060297,wall,3,2,552,65
3,https://cs.stanford.edu/people/rak248/VG_100K/3.jpg,640,480,1060296,photos,209,3,341,45
3,https://cs.stanford.edu/people/rak248/VG_100K/3.jpg,640,480,1060248,table,129,233,510,244
3,https://cs.stanford.edu/people/rak248/VG_100K/3.jpg,640,480,1060298,handle,18,353,81,44
3,https://cs.stanford.edu/people/rak248/VG_100K/3.jpg,640,480,1060299,floor,125,376,141,95
3,https://cs.stanford.edu/people/rak248/VG_100K/3.jpg,640,480,1060300,necklace,585,169,32,15
3,https://cs.stanford.edu/people/rak248/VG_100K/3.jpg,640,480,1060245,grey keys,168,273,175,48
3,https://cs.stanford.edu/people/rak248/VG_100K/3.jpg,640,480,1060301,desk,532,156,52,52
3,https://cs.stanford.edu/people/rak248/VG_100K/3.jpg,640,480,1060247,computer tower,212,340,88,139
3,https://cs.stanford.edu/people/rak248/VG_100K/3.jpg,640,480,1060249,cabinet,2,269,139,201
4,https://cs.stanford.edu/people/rak248/VG_100K/4.jpg,640,480,1060302,curtains,360,1,280,300
4,https://cs.stanford.edu/people/rak248/VG_100K/4.jpg,640,480,1060303,chair,387,214,92,157
4,https://cs.stanford.edu/people/rak248/VG_100K/4.jpg,640,480,5123,padding,407,284,72,27
4,https://cs.stanford.edu/people/rak248/VG_100K/4.jpg,640,480,1060318,pillow,183,222,111,86
4,https://cs.stanford.edu/people/rak248/VG_100K/4.jpg,640,480,1060306,carpet,2,321,629,157
4,https://cs.stanford.edu/people/rak248/VG_100K/4.jpg,640,480,1060307,floor,1,290,631,188
4,https://cs.stanford.edu/people/rak248/VG_100K/4.jpg,640,480,1060308,desk,0,337,67,141
4,https://cs.stanford.edu/people/rak248/VG_100K/4.jpg,640,480,1060310,couch,105,210,260,172
4,https://cs.stanford.edu/people/rak248/VG_100K/4.jpg,640,480,1060311,teddy bear,211,251,52,57
4,https://cs.stanford.edu/people/rak248/VG_100K/4.jpg,640,480,5130,color,298,225,41,48
4,https://cs.stanford.edu/people/rak248/VG_100K/4.jpg,640,480,1060316,table top,413,242,227,51
4,https://cs.stanford.edu/people/rak248/VG_100K/4.jpg,640,480,5132,window,485,4,154,303
4,https://cs.stanford.edu/people/rak248/VG_100K/4.jpg,640,480,1060322,frame,103,274,265,107
4,https://cs.stanford.edu/people/rak248/VG_100K/4.jpg,640,480,1060324,table,412,238,224,200
4,https://cs.stanford.edu/people/rak248/VG_100K/4.jpg,640,480,5135,door,367,0,120,327
4,https://cs.stanford.edu/people/rak248/VG_100K/4.jpg,640,480,5136,patio,360,160,279,187
4,https://cs.stanford.edu/people/rak248/VG_100K/4.jpg,640,480,5137,color,575,38,22,38
4,https://cs.stanford.edu/people/rak248/VG_100K/4.jpg,640,480,5138,cloths,227,272,23,20
4,https://cs.stanford.edu/people/rak248/VG_100K/4.jpg,640,480,5139,seats,408,285,232,64
4,https://cs.stanford.edu/people/rak248/VG_100K/4.jpg,640,480,5140,colour,423,288,26,17
4,https://cs.stanford.edu/people/rak248/VG_100K/4.jpg,640,480,1060335,drape,362,0,149,282
4,https://cs.stanford.edu/people/rak248/VG_100K/4.jpg,640,480,1060336,picture,0,230,92,129
4,https://cs.stanford.edu/people/rak248/VG_100K/4.jpg,640,480,1060337,lamp,216,62,48,150
4,https://cs.stanford.edu/people/rak248/VG_100K/4.jpg,640,480,1060338,box,457,165,57,25
5,https://cs.stanford.edu/people/rak248/VG_100K/5.jpg,800,600,1060359,floor,2,490,349,108
5,https://cs.stanford.edu/people/rak248/VG_100K/5.jpg,800,600,5142,cables,301,448,49,88
5,https://cs.stanford.edu/people/rak248/VG_100K/5.jpg,800,600,1060342,chairs,141,351,408,242
5,https://cs.stanford.edu/people/rak248/VG_100K/5.jpg,800,600,1060360,wall,389,9,404,519
5,https://cs.stanford.edu/people/rak248/VG_100K/5.jpg,800,600,1060344,light,72,3,119,39
5,https://cs.stanford.edu/people/rak248/VG_100K/5.jpg,800,600,1060345,books,429,88,370,142
5,https://cs.stanford.edu/people/rak248/VG_100K/5.jpg,800,600,3798574,shelf,428,82,368,152
5,https://cs.stanford.edu/people/rak248/VG_100K/5.jpg,800,600,5147,area,147,212,567,370
5,https://cs.stanford.edu/people/rak248/VG_100K/5.jpg,800,600,1060348,chair,144,358,174,240
5,https://cs.stanford.edu/people/rak248/VG_100K/5.jpg,800,600,5155,color,170,453,19,40
5,https://cs.stanford.edu/people/rak248/VG_100K/5.jpg,800,600,1060350,computer monitor,194,278,101,101
5,https://cs.stanford.edu/people/rak248/VG_100K/5.jpg,800,600,5150,cpu,347,453,63,127
5,https://cs.stanford.edu/people/rak248/VG_100K/5.jpg,800,600,1060354,door,3,8,40,529
5,https://cs.stanford.edu/people/rak248/VG_100K/5.jpg,800,600,5152,windows,37,253,43,77
5,https://cs.stanford.edu/people/rak248/VG_100K/5.jpg,800,600,5153,windows,35,148,38,73
5,https://cs.stanford.edu/people/rak248/VG_100K/5.jpg,800,600,5154,colour,607,259,190,185
5,https://cs.stanford.edu/people/rak248/VG_100K/5.jpg,800,600,1060362,air conditioner,186,20,180,57
5,https://cs.stanford.edu/people/rak248/VG_100K/5.jpg,800,600,1060363,printer,297,325,93,50
5,https://cs.stanford.edu/people/rak248/VG_100K/5.jpg,800,600,1060364,shelves,425,132,372,102
5,https://cs.stanford.edu/people/rak248/VG_100K/5.jpg,800,600,1060366,window,42,41,91,387
5,https://cs.stanford.edu/people/rak248/VG_100K/5.jpg,800,600,1060365,railing,49,322,88,103
5,https://cs.stanford.edu/people/rak248/VG_100K/5.jpg,800,600,1060367,cork-board,552,430,162,138
5,https://cs.stanford.edu/people/rak248/VG_100K/5.jpg,800,600,1060368,desk,120,357,317,107
5,https://cs.stanford.edu/people/rak248/VG_100K/5.jpg,800,600,1060369,fax machine,311,378,92,35
5,https://cs.stanford.edu/people/rak248/VG_100K/5.jpg,800,600,1060370,keyboard,240,401,116,26
5,https://cs.stanford.edu/people/rak248/VG_100K/5.jpg,800,600,1060371,chair,377,348,166,251
5,https://cs.stanford.edu/people/rak248/VG_100K/5.jpg,800,600,1060372,window,44,148,87,90
5,https://cs.stanford.edu/people/rak248/VG_100K/5.jpg,800,600,1060373,paper,625,468,52,68
5,https://cs.stanford.edu/people/rak248/VG_100K/5.jpg,800,600,1060374,wall,145,3,245,528
5,https://cs.stanford.edu/people/rak248/VG_100K/5.jpg,800,600,1060351,computer,347,453,63,127
5,https://cs.stanford.edu/people/rak248/VG_100K/5.jpg,800,600,1060375,room,0,2,795,597
5,https://cs.stanford.edu/people/rak248/VG_100K/5.jpg,800,600,1060376,balcony,52,328,81,91
5,https://cs.stanford.edu/people/rak248/VG_100K/5.jpg,800,600,1060377,clothes,380,430,148,167
5,https://cs.stanford.edu/people/rak248/VG_100K/5.jpg,800,600,1060378,heater,421,529,113,69
6,https://cs.stanford.edu/people/rak248/VG_100K/6.jpg,800,600,1023953,apple,253,75,60,47
6,https://cs.stanford.edu/people/rak248/VG_100K/6.jpg,800,600,1023954,counter,245,14,68,114
6,https://cs.stanford.edu/people/rak248/VG_100K/6.jpg,800,600,5158,drinking bottle,487,75,104,90
6,https://cs.stanford.edu/people/rak248/VG_100K/6.jpg,800,600,5159,granite,476,77,122,307
6,https://cs.stanford.edu/people/rak248/VG_100K/6.jpg,800,600,5160,lid,685,331,113,265
6,https://cs.stanford.edu/people/rak248/VG_100K/6.jpg,800,600,5161,handle,747,485,29,26
6,https://cs.stanford.edu/people/rak248/VG_100K/6.jpg,800,600,1023966,fork,111,137,56,73
6,https://cs.stanford.edu/people/rak248/VG_100K/6.jpg,800,600,1023967,plate,38,102,238,117
6,https://cs.stanford.edu/people/rak248/VG_100K/6.jpg,800,600,5164,liquid,255,76,57,51
6,https://cs.stanford.edu/people/rak248/VG_100K/6.jpg,800,600,5165,bar stool,0,2,300,521
6,https://cs.stanford.edu/people/rak248/VG_100K/6.jpg,800,600,1023984,counter,2,11,797,520
6,https://cs.stanford.edu/people/rak248/VG_100K/6.jpg,800,600,1023972,container,599,73,187,116
6,https://cs.stanford.edu/people/rak248/VG_100K/6.jpg,800,600,1023975,glass,192,0,59,98
6,https://cs.stanford.edu/people/rak248/VG_100K/6.jpg,800,600,1023976,bowl,394,2,212,126
6,https://cs.stanford.edu/people/rak248/VG_100K/6.jpg,800,600,1023983,bag,629,101,144,158
6,https://cs.stanford.edu/people/rak248/VG_100K/6.jpg,800,600,1023985,pan,676,22,122,76
6,https://cs.stanford.edu/people/rak248/VG_100K/6.jpg,800,600,1023987,food,353,102,117,78
6,https://cs.stanford.edu/people/rak248/VG_100K/6.jpg,800,600,1023986,bag,349,48,133,134
6,https://cs.stanford.edu/people/rak248/VG_100K/6.jpg,800,600,1023988,apple,339,233,126,119
6,https://cs.stanford.edu/people/rak248/VG_100K/6.jpg,800,600,1023989,packet,208,217,55,59
6,https://cs.stanford.edu/people/rak248/VG_100K/6.jpg,800,600,1023957,bottle,476,77,122,307
6,https://cs.stanford.edu/people/rak248/VG_100K/6.jpg,800,600,1023990,glass,275,0,54,78
